ns life 0	you will suffer when you are in ns life
seletar 0	Morning ! And im getting ready for Seletar Camp . With this damned running nose
ocs 1	Final Ex in OCS - Ex PantherStrike Heli inserted by the CH - 47
air force 1	Air force ke knit eh
platoon 1	Moments to remember for ever and ever ! 01/15 Bronco Coy Platoon 2 Section 1 . #poploh @ The Float at
ord 1	swift deadly .. Cobra ! ! Happy ORD bruh ! @ Selarang Camp
national service 1	@limkitsiang @norfaiz how long time you take for national service ? ?
khatib 1	Weekend burnt again ( @ Khatib Camp in Singapore )
nee soon camp 2	Happy graduation Chris ! ( so proud of you la ) @ Nee Soon Camp
ocs 2	YAY ! Congrats to every single one of you who survived OCS CLM week ! :) Fortunate to be in
sarimbun 1	i miss y'all so much @ Sarimbun Scouts Camp
sembawang 1	back here again . lolz ( @ Sembawang Camp in Singapore w / @harold_lasial )
bmt 2	POP LOOOOO HEHESo proud of you and AWW so cute to see you do the BMT ROAR HAHHAHA @ The Float at
sungei gedong camp 1	1more day ( @ Sungei Gedong Camp in Singapore )
platoon 1	Blackshots with platoon mates ( @ Good Speed Cyber Cafe )
hendon 1	Brunei in 3 weeks .. ( @ Hendon Camp in Singapore )
ord 2	Fuhh chucky ord already . Congrates ! Hahahahaha
commandos 2	Salute to the two commandos by giving a twist HAHAHA It's
cadet 1	@Quintisence all the best man :) probably one of the last ( if not the last ) exercise youll need to go through as a cadet right !
ippt 0	dream that i failed my ippt badly ... its a sign to train
army life 0	Already tired of the army life but I've only served for 7mths .. still a long way to go
ord 1	Senior : Are you looking forward to the end of OJT ? Me : No , I'm looking forward to ORD
amoy quee 1	Sending @xulonggg back ( @ Amoy Quee Camp in Singapore )
ord 2	@Joel_Seet ORD lo ! Congrats brah !
ord 1	@YxungGxd whatcha gonna do after ORD
ord 2	Happy ORD LTA ( NS ) Benedict . It's been a pleasure working with you . Don't worry , I'll lead Plt 2 well . Plt 2bestplt
bookout 1	What's bookout ? !
enlistment 1	@aloysiustyh then I confirm go . Also need to go for zy enlistment club session .
saf 1	School trip to RSAF 45th Anniversary openhouse
tekong 1	On board Penguin Tekong @ HarbourFront Cruise Ferry Terminal
platoon 1	So many things to do for the platoon filezzz
tekong 0	@Jeffreyown : Good weather for sentosa but too bad im at tekong hahaha the scenery there nice not ? Haha
home team ns 1	Yeah break a new personal timing ! 51:39 min for 14 ( to fro ) laps ! ( @ Home Team NS Swimming Pool in Singapore )
air force 1	@tw4thead AIR FORCE ! ! !
amoy quee 1	Lazyweek ( @ Amoy Quee Camp in Singapore )
bedok 0	Haiya first camp at bedok north sec why why why so far
ord 2	someone got an outstanding performance for his ORD resume , he's th only one who got it , in out of his whole batch watch , abs impressed
air force 1	US Air Force didn't pick up any explosions from where MS370 went missing
field camp 1	I would do anything to see you after your field camp . But you would want to rest .
ord 1	Counting down on his Ord .. and praying that he could get a job asap ..
commando 2	Combine Arms damn interesting ! Didn't know commando can be such a clown . Hahahahah ~
lim chu kang 2	Thank you . #companybirthdaypresent #aprilismymonth #aprilbest @ 4SIR , Lim Chu Kang Camp 1
national service resort country club 1	Pew pew at HR Chalet @ National Service Resort Country Club
ord 2	So happy Ah-Fong made it in time to witness my ORD parade ~ #BestFriendsForever #foreverandalways
stagmont 0	Studying like hell ( @ Stagmont Camp in Choa Chu Kang , Singapore )
air force 0	Can time pass faster omfg ( @ Air Force Training Command ( AFTC ) )
ippt 0	@kianyongtan why you no pass ippt !
army life 1	Less than 2 weeks time and army life ..
ns life 1	One of the hardest point I am about to face in my ns life ... Brunei .. So gonna get it over and done with ! !
ord 1	SEVEN WORKING DAYS LEFT BEFORE ORD
field camp 2	#throwback to our inaugural Track and Field Camp ! Here's to a great 2014 season #firstpost
kranji 1	Bird in a cage . ( @ Kranji Camp II in Singapore )
seletar 1	#Dinner with the NS bros @ swensen's #foodporn #igsg #selfies #instadaily #catch-up @ The Seletar Mall
ippt 1	@_HoneyLemon how many IPPT u all have ? You mean u missed 3 ?
air force 1	Jack Purcell black canvas , nike janoski , Nike Air Force and vans chaffeur
safra resort 1	Swimming earlier on w / love ! @ National Service Resort Country Club - SAFRA Resort
ord 1	ORD function ? What's that . Can I have sleep instead ?
bmt 0	Late shoutout to these bunch of faggots that came to my POP . Always hear people say that BMT is
ns life 0	Damn I'm starting to miss NS life now .
clementi 1	@Ownthstreets st is part of island defense task force mah that's why they here also . clementi camp is hq mah
tekong 1	Last . Ever . Tekong . Book . Out
pasir 1	Ablaze Camp 2014 ; I Am Not Ashamed | | #ablazecamp2014 @ D'Marquee , Downtown East Pasir Ris Singapore
ord 2	Happy ord sgt ! ! Thanks for helping us alot ! All the best to you in the future ! #ORDLO #16mono
ippt 1	Need to pass IPPT
ippt 1	IPPT Day ( @ Seletar Camp in Singapore )
ippt 1	@Glenkuajx my first ippt also 11mins plus ! Then last one 931 .. Though not that good also la
pasir laba 1	@6flank7 3SG J T Ng and his " Bayonet Of Participation " @ Pasir Laba Camp Echo Company
air force 1	Lateeeeeeeeeee ( @ Air Force Training Command ( AFTC ) )
ippt 1	@ANQIQIQI Wah training for IPPT ah
amoy quee 0	Waiting for our guard duty shift to start . So boring . ( @ Amoy Quee Camp in Singapore )
platoon 2	Nights Out with the platoon peeps :D @ Jalan Kayu @Thohirah Prata
cadet 1	Specialist cadet graduation parade . ( @ Pasir Laba Camp w / 6 others )
ippt 1	wish me luck for tmr ippt test that fall on my second day off
pasir laba 1	Nights Out ! ! ! FINALLY . @ Pasir Laba Camp
platoon 1	Ninja Company Platoon 2 Section 1 . #dutyhonourcountry #ninja @ Pasir Ris
training institute 1	The usual 4K @ Infantry Training Institute
air force 1	Feeling Horny When I See This Air Force 1 ! #Nike #AirForce1 @ CROSSOVER
sarimbun 1	It's been awhile . #onelasttime @ Sarimbun Scout Camp
reservist 2	" Reservist day 1 - can't wait to get home .
singapore infantry regiment 1	I'm at 4th Bn . Singapore Infantry Regiment ( 4 SIR ) ( Singapore )
ord 2	@adriankjq nvm no need license to ord xD
nsmen 1	@jeppreyswh they went off alr ! hahaha was at parkway just now ! anyway meet up soon NSmen !
kranji 0	After a few hours of night's out I am back into here ... :( ( @ Kranji Camp II in Singapore )
tekong 1	@yaj__jay feel free to . Migrate to where ? Pulau tekong ?
ord 1	OFFICIALLY ORD LO
training institute 1	Like fire in the sky #nofilter #sunset @ National Service Training Institute
maju camp 1	Last time coming back here .. ( @ Maju Camp Guardhouse in Singapore )
enlistment 1	Today at USS last outing before my enlistment . xvestigesky _dom_for_life_ sebastianyew @ Universal
tekong 2	I don't know why I got so cited for you hehe Have fun in Tekong and let me experience the
bookout 1	@SPARTAdan_kook haha ! Lai sergeant , we go watch movie on my next bookout !
saf 1	BOOK OUT LO ( @ SAF Ferry Terminal in Singapore )
bmt 1	This book out weekend is shorter than ever ! Macam bmt again
ord 2	Goodluck la sesiapa enlist next week . ORD 2017 ohh !
enlistment 1	Enlistment letter still not here yet
platoon 1	Platoon Logo drawn by one of my lads . When I look at the names under mine , I realized , they're all my responsibility .
nee soon camp 1	2nd day of reality ( @ Nee Soon Camp w / 4 others )
tekong 1	I'm at Tekong Ferry Terminal in Singapore with @sharonawesemo
ord 2	what i wish for after i ord : " ) @rnyelyna
ord 1	Once I ord from atc this 2 years , I think I'll be even more patient than Gandhi #nothingcanfazeme
seletar 1	#Vscocam @ After Seletar Camp
sungei gedong camp 1	Post bookout waffles . Traveling here is a pain , but traveling here from Sungei Gedong Camp takes the
ord 1	ord lo free man lo pink ic loo @Junnnnzxc
nee soon camp 0	Back to H E L L ( @ Nee Soon Camp )
training institute 1	#Bookoutohh #SecondBookOut #27032015 #stillarecruit @ National Service Training Institute ( NSTI )
ord 1	Pre ORD job interview @ ICA Singapore
enlistment 1	MAYDAY MAYDAY . Birthday , graduation , enlistment incoming ! ! ! '
national service resort country club 1	Got a " tattoo " . @ National Service Resort Country Club
bmt 1	Miss my BMT times
bmt 0	@BasicNewbie @kiampah @Quahzhengjie @ofmeowandbake @frhn Pasir Ris mrt brings bad memories of BMT fall in only
nee soon camp 1	you call this TGIF ? ( @ Nee Soon Camp in Singapore )
national service 0	I knew that the next 19 months of my national service would be a hassle when I received the letter of
national service resort country club 1	Advance birthday celebration for twinnie ! @ National Service Resort Country Club ( NSRCC )
army boys 1	Such a prataful Saturday with the army boys . @ Al-Amaan Eating House
tekong 1	@ruzaidee HAHA . SEMANGAT . Entah uh see how first . If tekong I may consider
reservist 1	Smoke for awhile then off to drive #3rd day reservist
ippt 0	@KeightKnight I failed previous ippt so tio RT today
army life 2	Army life is getting better and better as time goes on
ns life 1	Left with 19more shift tour and goodbye ns life !
ord 1	1 month 30 days to ord .
ippt 0	sorry but I still can't get the facts that I'm not fit enuff for the course . I'm still angry that I didn't mange to pass my IPPT
tekong 0	Reached Tekong . Welcome back to Hell .
platoon 1	First nights out with the boys from Alpha Wing , Platoon 2 Section 3 . Above beyond as one ! #InstaSize #
tekong 1	Darren's first book out from Tekong . #instadaily @ 313 @Somerset
air force 2	I think airplands belong to our beloved tuanku sultan Johor like a Air Force One yow . Haha so amazing fantastic
sembawang 1	Training Camp 2014 @ some ulu corner of sembawang
ord 2	I got a crush on you since the first day I got enlisted . I swear to god I can't wait to see you on ord talk this 9
commandos 0	SQ 117 flight hijacked . Commandos shoot to kill mission
field camp 2	@haujoonkiat field camp , try to get the best peer appraisal , Then you will get to ocs crossover interview
safra resort 1	Smoky business . @ National Service Resort Country Club - SAFRA Resort
national service 1	Chalet getaway over the weekends @ National Service Resort
army life 1	Times like this is when I really miss my army life .
national service 1	Why do we even have such thing called National Service ?
tekong 0	Finally I Get To Book Out but there tekong tomorrow . Haizzzzzz @ Loyang Tua Pek Kong Temple
enlistment 1	#tb at chalet with bro , 2days before my enlistment . #091113 @ Downtown East Costa Sands Chalet
enlistment 2	@saidwasil goodnight and all the best for your enlistment .
field camp 1	@JiaHin HAHAHA field camp coming soon ? ?
enlistment 1	Had a feeling my enlistment letter is coming anytime soon . No not now please , another 3 months more
army life 0	Back to camp ... Army life .. fk this shit !
safti 1	Off to SAFTI
home team ns 2	Alhamdulillah , end my 2013 yesterday with loveones ! #bowling #supper @ Home Team NS @ Bukit Batok
reservist 0	Reservist in two weeks time . Die la die la
ord 1	SEVEN WORKING DAYS LEFT ( IN CAMP ) BEFORE ORD
field camp 0	OMGGG the heat rash from field camp is killing me
